CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened
WBA000145,application,Web Based Application,IM0016949,Closed,5,5,5.0,incident,closed,5.0,26-11-2013 12:44,,09-12-2013 10:31,09-12-2013 10:31,"9,02,58,88,889",Data,1.0,,,NAM,5G Network,5G Network connectivity fluctuations under investigation | telecom disruption identified | impacting application services | network operations monitoring update | issue under telecom investigation,0
SUB000113,subapplication,Server Based Application,IM0016950,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 12:48,,26-11-2013 13:02,26-11-2013 13:03,"0,244444444",Other,1.0,,,APAC,Fiber Network,telecom ticket under investigation | impacting subapplication services | Fiber Network network slowdown affecting enterprise traffic | seeking status update for telecom issue | issue under telecom investigation,0
SAN000182,storage,SAN,IM0016951,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 12:54,,26-11-2013 14:18,26-11-2013 14:18,"14,025",Other,1.0,,,EMEA,5G Network,telecom disruption identified | ongoing operational activity observed | impacting storage services | engineering review in progress | 5G Network packet loss affecting telecom traffic,0
SBA000131,application,Server Based Application,IM0016952,Closed,3,4,3.0,incident,closed,0.0,26-11-2013 12:57,,26-11-2013 15:56,26-11-2013 15:56,"2,98,77,77,778",User error,1.0,,,APAC,Core Network,Core Network packet loss affecting telecom traffic | telecom ticket under investigation | impacting application services | critical operational issue detected | ticket escalated to telecom support,0
SBA000263,application,Server Based Application,IM0016953,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 13:22,,26-11-2013 13:24,26-11-2013 13:24,"0,039444444",Other,1.0,,,NAM,Mobile Core,telecom workflow activity detected | impacting application services | need clarification regarding service behavior | Mobile Core intermittent wireless instability observed | requires infrastructure verification,0
WBA000058,application,Web Based Application,IM0016954,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 13:36,,26-11-2013 14:59,26-11-2013 14:59,"1,38,72,22,222",Software,1.0,,,EMEA,Fiber Network,Fiber Network packet loss affecting telecom traffic | telecom ticket under investigation | urgent investigation required for telecom disruption | impacting application services | engineering review in progress,0
WBA000058,application,Web Based Application,IM0016955,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 13:55,,26-11-2013 14:43,26-11-2013 14:43,"0,791388889",Other,1.0,,,EMEA,Core Network,impacting application services | Core Network network slowdown affecting enterprise traffic | network degradation impacting enterprise traffic | requires infrastructure verification | telecom workflow activity detected,0
APP000004,application,Citrix,IM0016956,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 14:04,,27-11-2013 12:07,27-11-2013 12:07,"8,55,22,22,222",Software,1.0,,,APAC,Mobile Core,Mobile Core telecom outage impacting regional services | requesting update regarding ongoing issue | further network analysis required | ongoing operational activity observed | impacting application services,0
SSW000356,software,System Software,IM0016957,Closed,3,3,3.0,incident,closed,0.0,26-11-2013 14:15,,26-11-2013 14:51,26-11-2013 14:52,"0,609444444",Other,2.0,,,EMEA,Core Network,ongoing operational activity observed | Core Network packet loss affecting telecom traffic | critical operational issue detected | impacting software services | issue under telecom investigation,0
SUB000456,subapplication,Web Based Application,IM0016958,Closed,4,4,4.0,incident,closed,1.0,26-11-2013 14:23,,26-11-2013 15:49,26-11-2013 15:49,"1,43,16,66,667",No error - works as designed,1.0,,,NAM,5G Network,clarification needed for ongoing connectivity issue | ongoing operational activity observed | 5G Network vpn disruption affecting connectivity | issue under telecom investigation | impacting subapplication services,0
DTA000057,application,Desktop Application,IM0016959,Closed,4,4,4.0,incident,closed,3.0,26-11-2013 14:32,,03-12-2013 07:50,03-12-2013 07:50,"4,58,01,38,889",Other,1.0,,,APAC,Fiber Network,issue under telecom investigation | Fiber Network service degradation impacting users | ongoing operational activity observed | active outage affecting telecom services | impacting application services,0
SBA000059,application,Server Based Application,IM0016960,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 14:38,,26-11-2013 14:56,26-11-2013 14:56,"0,289166667",Other,1.0,,,APAC,Core Network,telecom workflow activity detected | Core Network telecom outage impacting regional services | further network analysis required | request raised for outage escalation support | impacting application services,0
SBA000263,application,Server Based Application,IM0016961,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 14:57,,04-12-2013 11:30,04-12-2013 11:30,"0,008611111",Other,1.0,,,APAC,Core Network,telecom workflow activity detected | ticket escalated to telecom support | Core Network connectivity fluctuations under investigation | impacting application services | requesting update regarding ongoing issue,0
SAP000005,application,SAP,IM0016962,Closed,5,5,5.0,incident,closed,7.0,26-11-2013 15:00,,04-12-2013 14:39,04-12-2013 14:39,"6,26,56,38,889",Other,1.0,,,NAM,Mobile Core,requires infrastructure verification | Mobile Core vpn disruption affecting connectivity | impacting application services | service instability reported | telecom ticket under investigation,0
SUB000113,subapplication,Server Based Application,IM0016963,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 15:01,,26-11-2013 16:51,26-11-2013 16:51,"1,83,16,66,667",Data,1.0,,,NAM,Fiber Network,further network analysis required | Fiber Network vpn disruption affecting connectivity | impacting subapplication services | telecom workflow activity detected | clarification needed for ongoing connectivity issue,0
WBA000104,application,Web Based Application,IM0016964,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:31,,04-12-2013 16:16,04-12-2013 16:16,"6,37,44,72,222",Other,1.0,,,EMEA,Fiber Network,telecom ticket under investigation | Fiber Network network latency impacting operations | impacting application services | active outage affecting telecom services | monitoring ongoing service issue,0
SBA000607,application,Server Based Application,IM0016965,Closed,4,4,4.0,incident,closed,13.0,26-11-2013 15:33,,05-12-2013 09:46,05-12-2013 09:46,"6,77,16,66,667",Other,1.0,,,LATAM,5G Network,ticket reassigned across multiple teams | service instability reported | impacting application services | network operations monitoring update | ticket escalated to telecom support | 5G Network service degradation impacting users,0
WBA000133,application,Web Based Application,IM0016966,Closed,5,5,5.0,incident,closed,1.0,26-11-2013 15:33,,26-11-2013 17:34,26-11-2013 17:34,"2,01,16,66,667",Software,1.0,,,NAM,Mobile Core,Mobile Core vpn disruption affecting connectivity | impacting application services | network operations monitoring update | engineering review in progress | service instability reported,0
WBA000144,application,Web Based Application,IM0016967,Closed,4,4,4.0,incident,closed,2.0,26-11-2013 15:45,,27-11-2013 09:34,27-11-2013 09:34,"4,31,94,44,444",Software,1.0,,,EMEA,Wireless Network,network operations monitoring update | Wireless Network network latency impacting operations | impacting application services | active outage affecting telecom services | issue under telecom investigation,0
SUB000424,subapplication,Web Based Application,IM0016968,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:56,,26-11-2013 16:03,26-11-2013 16:03,"0,123611111",Software,1.0,,,APAC,Mobile Core,impacting subapplication services | awaiting operational confirmation | request raised for outage escalation support | telecom ticket under investigation | Mobile Core telecom outage impacting regional services,0
SUB000113,subapplication,Server Based Application,IM0016969,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 16:19,,26-11-2013 17:26,26-11-2013 17:39,"1,33,36,11,111",User error,1.0,,,EMEA,Fiber Network,requires infrastructure verification | seeking status update for telecom issue | Fiber Network traffic congestion affecting node performance | ongoing operational activity observed | impacting subapplication services,0
WBA000011,application,Web Based Application,IM0016970,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:22,,27-11-2013 10:50,27-11-2013 10:50,"4,97,11,11,111",Software,1.0,1.0,,EMEA,VPN Service,impacting application services | VPN Service vpn disruption affecting connectivity | network operations monitoring update | engineering review in progress | urgent investigation required for telecom disruption,0
SUB000113,subapplication,Server Based Application,IM0016971,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 16:23,,26-11-2013 17:41,26-11-2013 17:41,"1,30,41,66,667",Data,1.0,,,NAM,Wireless Network,Wireless Network connectivity fluctuations under investigation | network issue impacting operations | network operations monitoring update | further network analysis required | impacting subapplication services,0
WBA000011,application,Web Based Application,IM0016972,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:26,,27-11-2013 10:51,27-11-2013 10:52,"4,93,94,44,444",Software,1.0,1.0,,NAM,Core Network,telecom disruption identified | monitoring ongoing service issue | impacting application services | ongoing operational activity observed | Core Network connectivity fluctuations under investigation,0
SUB000456,subapplication,Web Based Application,IM0016973,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 16:29,,26-11-2013 16:45,26-11-2013 16:45,"0,261388889",Software,1.0,,,EMEA,Wireless Network,telecom workflow activity detected | network issue impacting operations | awaiting operational confirmation | Wireless Network vpn disruption affecting connectivity | impacting subapplication services,0
SUB000456,subapplication,Web Based Application,IM0016974,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 16:38,,26-11-2013 16:42,26-11-2013 16:42,"0,057222222",Operator error,1.0,,,NAM,Fiber Network,further network analysis required | ongoing operational activity observed | service instability reported | Fiber Network network latency impacting operations | impacting subapplication services,0
WBA000011,application,Web Based Application,IM0016975,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:43,,27-11-2013 11:02,27-11-2013 11:02,"4,82,11,11,111",Software,1.0,1.0,,EMEA,Core Network,telecom disruption identified | Core Network service degradation impacting users | impacting application services | telecom ticket under investigation | engineering review in progress,0
WBA000058,application,Web Based Application,IM0016976,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 16:46,,26-11-2013 20:06,26-11-2013 20:06,"1,22,36,11,111",Other,1.0,,,EMEA,Wireless Network,impacting application services | telecom ticket under investigation | Wireless Network telecom outage impacting regional services | requires infrastructure verification | network degradation impacting enterprise traffic,0
SUB000113,subapplication,Server Based Application,IM0016977,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 16:52,,26-11-2013 17:34,26-11-2013 17:34,"0,707777778",User error,1.0,,,NAM,Mobile Core,awaiting operational confirmation | Mobile Core network slowdown affecting enterprise traffic | impacting subapplication services | request raised for operational review | ongoing operational activity observed,0
WBA000011,application,Web Based Application,IM0016978,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:58,,27-11-2013 10:46,27-11-2013 10:47,"4,31,16,66,667",Other,1.0,1.0,,APAC,Wireless Network,impacting application services | critical operational issue detected | telecom workflow activity detected | Wireless Network packet loss affecting telecom traffic | awaiting operational confirmation,0
SBA000439,application,Server Based Application,IM0016979,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 17:11,,28-11-2013 14:07,28-11-2013 14:08,"1,79,39,72,222",No error - works as designed,1.0,,,APAC,Fiber Network,network operations monitoring update | Fiber Network connectivity fluctuations under investigation | further network analysis required | requesting investigation update from telecom team | impacting application services,0
SBA000263,application,Server Based Application,IM0016980,Closed,5,5,5.0,request for information,closed,4.0,26-11-2013 14:09,,27-11-2013 07:26,27-11-2013 07:26,"3,83,80,55,556",Other,1.0,,,APAC,VPN Service,service instability reported | VPN Service telecom outage impacting regional services | telecom ticket under investigation | impacting application services | ticket escalated to telecom support,0
LAP000305,computer,Laptop,IM0016981,Closed,5,5,5.0,incident,closed,1.0,26-11-2013 14:10,,02-12-2013 13:55,02-12-2013 13:55,"4,17,44,72,222",Hardware,1.0,,,APAC,VPN Service,network issue impacting operations | impacting computer services | VPN Service traffic congestion affecting node performance | awaiting operational confirmation | telecom workflow activity detected,0
LAP001837,computer,Laptop,IM0016982,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 14:10,,28-11-2013 11:14,28-11-2013 11:14,"1,80,61,66,667",Hardware,1.0,,,NAM,Wireless Network,Wireless Network packet loss affecting telecom traffic | active outage affecting telecom services | network operations monitoring update | impacting computer services | engineering review in progress,0
SBA000263,application,Server Based Application,IM0016983,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 14:17,,02-12-2013 11:47,02-12-2013 11:47,"0,05",Other,1.0,,,EMEA,Wireless Network,Wireless Network vpn disruption affecting connectivity | ongoing operational activity observed | need clarification regarding service behavior | impacting application services | engineering review in progress,0
SBA000263,application,Server Based Application,IM0016984,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 14:23,,26-11-2013 14:27,26-11-2013 14:27,"0,057222222",Other,1.0,,,EMEA,5G Network,ticket escalated to telecom support | impacting application services | telecom workflow activity detected | network issue impacting operations | 5G Network network slowdown affecting enterprise traffic,0
SBA000607,application,Server Based Application,IM0016985,Closed,4,4,4.0,incident,closed,1.0,26-11-2013 14:25,,27-11-2013 09:21,27-11-2013 09:21,"5,44",Other,1.0,,,APAC,Mobile Core,clarification needed for ongoing connectivity issue | impacting application services | telecom ticket under investigation | Mobile Core service degradation impacting users | further network analysis required,0
SBA000263,application,Server Based Application,IM0016986,Closed,5,5,5.0,request for information,closed,4.0,26-11-2013 14:25,02-12-2013 10:51,02-12-2013 11:54,02-12-2013 11:54,"4,61,66,66,667",Other,2.0,,,EMEA,5G Network,ticket escalated to telecom support | seeking status update for telecom issue | 5G Network vpn disruption affecting connectivity | impacting application services | network operations monitoring update,1
SWT000367,networkcomponents,Switch,IM0016987,Closed,2,2,2.0,incident,closed,0.0,26-11-2013 14:26,,27-11-2013 09:30,27-11-2013 09:34,"1,58,96,38,889",Data,1.0,,,APAC,Core Network,Core Network routing instability detected in network | impacting networkcomponents services | issue under telecom investigation | clarification needed for ongoing connectivity issue | ongoing operational activity observed,0
DTA000057,application,Desktop Application,IM0016988,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 14:27,,16-12-2013 13:58,16-12-2013 13:58,"6,83,44,16,667",Other,1.0,,,NAM,Wireless Network,Wireless Network vpn disruption affecting connectivity | network operations monitoring update | monitoring ongoing service issue | requesting investigation update from telecom team | impacting application services,0
SUB000508,subapplication,Web Based Application,IM0016989,Closed,4,4,4.0,incident,closed,2.0,26-11-2013 14:28,,03-12-2013 11:40,03-12-2013 11:41,"4,97,10,83,333",Other,1.0,1.0,,NAM,Mobile Core,Mobile Core connectivity fluctuations under investigation | requesting update regarding ongoing issue | impacting subapplication services | telecom ticket under investigation | issue under telecom investigation,0
SAP000004,application,SAP,IM0016990,Closed,5,5,5.0,request for information,closed,2.0,26-11-2013 14:34,02-12-2013 14:58,02-12-2013 15:50,02-12-2013 15:50,"0,888611111",Other,2.0,,,EMEA,Wireless Network,need clarification regarding service behavior | Wireless Network network latency impacting operations | impacting application services | monitoring ongoing service issue | telecom ticket under investigation,1
DTA000019,application,Desktop Application,IM0016991,Closed,4,4,4.0,incident,closed,1.0,26-11-2013 14:42,,,28-11-2013 12:29,"1,87,73,05,556",Software,1.0,,,APAC,Wireless Network,ticket escalated to telecom support | ongoing operational activity observed | Wireless Network traffic congestion affecting node performance | impacting application services | urgent investigation required for telecom disruption,0
DTA000025,application,Desktop Application,IM0016992,Closed,4,4,4.0,incident,closed,1.0,26-11-2013 14:44,,13-12-2013 08:24,13-12-2013 08:24,"1,30,16,19,444",No error - works as designed,1.0,,,NAM,Fiber Network,impacting application services | engineering review in progress | telecom workflow activity detected | Fiber Network telecom outage impacting regional services | critical operational issue detected,0
WBA000058,application,Web Based Application,IM0016993,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 14:46,,26-11-2013 15:30,26-11-2013 15:31,"0,743055556",Other,1.0,,,NAM,Core Network,Core Network vpn disruption affecting connectivity | engineering review in progress | impacting application services | network degradation impacting enterprise traffic | ongoing operational activity observed,0
WBA000133,application,Web Based Application,IM0016994,Closed,4,4,4.0,incident,closed,1.0,26-11-2013 14:48,,28-11-2013 10:57,28-11-2013 10:57,"1,71,41,11,111",Other,1.0,,,NAM,Mobile Core,Mobile Core traffic congestion affecting node performance | network issue impacting operations | further network analysis required | impacting application services | ongoing operational activity observed,0
WBA000018,application,Web Based Application,IM0016995,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 14:58,,27-11-2013 09:31,27-11-2013 09:32,"5,06,41,66,667",Other,1.0,,,EMEA,Mobile Core,impacting application services | telecom ticket under investigation | Mobile Core service degradation impacting users | requesting update regarding ongoing issue | monitoring ongoing service issue,0
SUB000508,subapplication,Web Based Application,IM0016996,Closed,4,4,4.0,incident,closed,2.0,26-11-2013 15:00,,21-03-2014 16:33,21-03-2014 16:33,"8,41,54,91,667",Other,1.0,,,EMEA,Wireless Network,impacting subapplication services | Wireless Network packet loss affecting telecom traffic | monitoring ongoing service issue | network operations monitoring update | network issue impacting operations,0
SUB000456,subapplication,Web Based Application,IM0016997,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:01,,26-11-2013 15:11,26-11-2013 15:26,"0,415833333",Other,1.0,,,APAC,Fiber Network,impacting subapplication services | monitoring ongoing service issue | critical operational issue detected | Fiber Network telecom outage impacting regional services | telecom workflow activity detected,0
SBA000609,application,Server Based Application,IM0016998,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 15:08,,27-11-2013 07:32,27-11-2013 07:33,"2,92,05,55,556",Other,1.0,,,APAC,5G Network,ongoing operational activity observed | 5G Network traffic congestion affecting node performance | requesting update regarding ongoing issue | impacting application services | engineering review in progress,0
SAP000004,application,SAP,IM0016999,Closed,5,5,5.0,request for information,closed,2.0,26-11-2013 15:08,,26-11-2013 15:28,26-11-2013 15:28,"0,336666667",Other,1.0,,,APAC,Core Network,ongoing operational activity observed | requires infrastructure verification | Core Network vpn disruption affecting connectivity | request raised for operational review | impacting application services,0
SUB000521,subapplication,Web Based Application,IM0017000,Closed,4,4,4.0,incident,closed,2.0,26-11-2013 15:26,,29-11-2013 13:20,29-11-2013 13:20,"1,12,26,66,667",Referred,1.0,,,LATAM,Fiber Network,awaiting operational confirmation | Fiber Network routing instability detected in network | ongoing operational activity observed | request raised for outage escalation support | impacting subapplication services,0
SUB000002,subapplication,Citrix,IM0017001,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:31,,27-11-2013 09:16,27-11-2013 09:16,"1,59,11,11,111",Software,1.0,,,APAC,Core Network,service instability reported | ongoing operational activity observed | issue under telecom investigation | Core Network network latency impacting operations | impacting subapplication services,0
SAP000004,application,SAP,IM0017002,Closed,5,5,5.0,request for information,closed,2.0,26-11-2013 15:40,,26-11-2013 15:55,26-11-2013 15:55,"0,25",Other,1.0,,,NAM,5G Network,clarification needed for ongoing connectivity issue | issue under telecom investigation | telecom workflow activity detected | 5G Network vpn disruption affecting connectivity | impacting application services,0
WBA000022,application,Web Based Application,IM0017003,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 15:45,,26-11-2013 16:25,26-11-2013 16:25,"0,669166667",Other,1.0,,,APAC,Core Network,Core Network network latency impacting operations | engineering review in progress | network operations monitoring update | impacting application services | network issue impacting operations,0
WBA000011,application,Web Based Application,IM0017004,Closed,5,5,5.0,incident,closed,4.0,26-11-2013 15:48,,29-11-2013 13:31,29-11-2013 13:32,"2,92,36,66,667",Software,1.0,,,EMEA,Fiber Network,Fiber Network telecom outage impacting regional services | network degradation impacting enterprise traffic | awaiting operational confirmation | ongoing operational activity observed | impacting application services,0
WBA000011,application,Web Based Application,IM0017005,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:20,,27-11-2013 10:53,27-11-2013 10:54,"5,07,02,77,778",Software,1.0,1.0,,EMEA,5G Network,network issue impacting operations | 5G Network service degradation impacting users | awaiting operational confirmation | impacting application services | network operations monitoring update,0
SUB000436,subapplication,Web Based Application,IM0017006,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:27,,26-11-2013 17:20,26-11-2013 17:21,"0,466666667",Other,1.0,,,EMEA,Wireless Network,further network analysis required | impacting subapplication services | Wireless Network traffic congestion affecting node performance | urgent investigation required for telecom disruption | network operations monitoring update,0
SBA000759,application,Server Based Application,IM0017007,Closed,4,4,4.0,request for information,closed,3.0,26-11-2013 16:34,,06-01-2014 11:06,06-01-2014 11:06,"4,34,23,61,111",Other,1.0,,,EMEA,VPN Service,ongoing operational activity observed | engineering review in progress | impacting application services | VPN Service telecom outage impacting regional services | guidance required regarding network instability,0
WBA000079,application,Web Based Application,IM0017008,Closed,3,3,3.0,incident,closed,2.0,26-11-2013 16:36,,03-12-2013 14:37,03-12-2013 14:37,"0,183611111",Other,1.0,,,EMEA,VPN Service,impacting application services | VPN Service network slowdown affecting enterprise traffic | ongoing operational activity observed | further network analysis required | critical operational issue detected,0
SBA000782,application,Server Based Application,IM0017009,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:40,,27-11-2013 09:15,27-11-2013 09:15,"3,09,08,33,333",Other,1.0,,,EMEA,5G Network,5G Network network slowdown affecting enterprise traffic | telecom disruption identified | network operations monitoring update | further network analysis required | impacting application services,0
SBA000063,application,Server Based Application,IM0017010,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:41,,29-11-2013 13:46,29-11-2013 13:46,"2,67,50,27,778",Other,1.0,,,LATAM,VPN Service,impacting application services | ongoing operational activity observed | urgent investigation required for telecom disruption | monitoring ongoing service issue | VPN Service network slowdown affecting enterprise traffic,0
WBA000011,application,Web Based Application,IM0017011,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 16:46,,27-11-2013 10:44,27-11-2013 10:45,"4,48,83,33,333",Software,1.0,6.0,,APAC,5G Network,service instability reported | 5G Network traffic congestion affecting node performance | impacting application services | network operations monitoring update | issue under telecom investigation,0
SBA000607,application,Server Based Application,IM0017012,Closed,4,4,4.0,incident,closed,5.0,26-11-2013 16:48,,06-12-2013 08:40,06-12-2013 08:40,"7,58,54,44,444",Operator error,1.0,1.0,,APAC,VPN Service,impacting application services | issue under telecom investigation | VPN Service intermittent wireless instability observed | ongoing operational activity observed | urgent investigation required for telecom disruption,0
SBA000585,application,Server Based Application,IM0017013,Closed,5,5,5.0,request for information,closed,6.0,26-11-2013 16:56,,16-01-2014 12:31,16-01-2014 12:31,"7,10,69,72,222",No error - works as designed,1.0,,,APAC,Wireless Network,ongoing operational activity observed | engineering review in progress | impacting application services | Wireless Network traffic congestion affecting node performance | need clarification regarding service behavior,0
SUB000456,subapplication,Web Based Application,IM0017014,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 16:58,,26-11-2013 17:57,26-11-2013 17:57,"0,9875",Other,1.0,,,NAM,Mobile Core,network degradation impacting enterprise traffic | further network analysis required | impacting subapplication services | network operations monitoring update | Mobile Core packet loss affecting telecom traffic,0
WBA000011,application,Web Based Application,IM0017015,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 17:05,,27-11-2013 10:59,27-11-2013 10:59,"4,38,86,11,111",Software,1.0,1.0,,APAC,VPN Service,telecom ticket under investigation | impacting application services | further network analysis required | network issue impacting operations | VPN Service network slowdown affecting enterprise traffic,0
MON00015,displaydevice,Monitor,IM0017016,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 14:54,,27-11-2013 13:42,27-11-2013 13:42,"9,295",Hardware,1.0,,,APAC,Core Network,requires infrastructure verification | impacting displaydevice services | network issue impacting operations | network operations monitoring update | Core Network network slowdown affecting enterprise traffic,0
SUB000426,subapplication,Web Based Application,IM0017017,Closed,5,5,5.0,incident,closed,2.0,26-11-2013 14:55,,06-12-2013 08:30,06-12-2013 08:30,"3,00,53,61,111",No error - works as designed,1.0,,,LATAM,Mobile Core,impacting subapplication services | telecom disruption identified | Mobile Core intermittent wireless instability observed | awaiting operational confirmation | telecom workflow activity detected,0
APP000005,application,Citrix,IM0017018,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 14:58,,27-11-2013 14:48,27-11-2013 14:50,"1,03,76,94,444",Software,1.0,,,APAC,VPN Service,network operations monitoring update | impacting application services | VPN Service routing instability detected in network | issue under telecom investigation | service instability reported,0
DTA000032,application,Desktop Application,IM0017019,Closed,4,4,4.0,incident,closed,3.0,26-11-2013 15:03,,27-11-2013 11:18,27-11-2013 11:19,"6,75,83,33,333",Other,1.0,,,APAC,Mobile Core,telecom disruption identified | further network analysis required | Mobile Core traffic congestion affecting node performance | impacting application services | telecom workflow activity detected,0
WBA000077,application,Web Based Application,IM0017020,Closed,5,5,5.0,request for information,closed,0.0,26-11-2013 15:03,,28-11-2013 13:39,28-11-2013 13:39,"1,95,97,77,778",Questions,1.0,,,APAC,5G Network,issue under telecom investigation | 5G Network intermittent wireless instability observed | impacting application services | need clarification regarding service behavior | ongoing operational activity observed,0
CBD001217,computer,Banking Device,IM0017021,Closed,2,2,2.0,incident,closed,0.0,26-11-2013 15:08,,,27-11-2013 09:44,"1,86,06,66,667",,1.0,,,NAM,Core Network,critical operational issue detected | telecom ticket under investigation | monitoring ongoing service issue | impacting computer services | Core Network network latency impacting operations,0
WBA000011,application,Web Based Application,IM0017022,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 15:09,29-11-2013 11:25,29-11-2013 13:57,29-11-2013 13:57,"1,55,30,27,778",Software,2.0,,,NAM,Fiber Network,network operations monitoring update | issue under telecom investigation | impacting application services | Fiber Network network slowdown affecting enterprise traffic | request raised for outage escalation support,1
APP000005,application,Citrix,IM0017023,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:12,,26-11-2013 16:19,26-11-2013 16:19,"1,11,41,66,667",Software,1.0,,,EMEA,5G Network,critical operational issue detected | impacting application services | network operations monitoring update | 5G Network telecom outage impacting regional services | awaiting operational confirmation,0
SAN000182,storage,SAN,IM0017024,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:18,,28-11-2013 09:44,28-11-2013 09:45,"1,54,37,77,778",Other,1.0,,,NAM,Mobile Core,ongoing operational activity observed | impacting storage services | urgent investigation required for telecom disruption | Mobile Core intermittent wireless instability observed | awaiting operational confirmation,0
CBD000497,computer,Banking Device,IM0017025,Closed,3,3,3.0,incident,closed,0.0,26-11-2013 15:20,,,26-11-2013 16:50,"1,5",,1.0,,,EMEA,Core Network,impacting computer services | network operations monitoring update | further network analysis required | Core Network traffic congestion affecting node performance | active outage affecting telecom services,0
NSS000007,computer,NonStop Server,IM0017026,Closed,3,3,3.0,incident,closed,0.0,26-11-2013 15:22,,26-11-2013 15:29,26-11-2013 15:30,"0,130555556",No error - works as designed,1.0,,,LATAM,Core Network,requires infrastructure verification | ongoing operational activity observed | clarification needed for ongoing connectivity issue | Core Network telecom outage impacting regional services | impacting computer services,0
LAP001365,computer,Laptop,IM0017027,Closed,5,5,5.0,incident,closed,0.0,26-11-2013 15:22,,27-11-2013 16:39,27-11-2013 16:39,"1,17,83,61,111",Hardware,1.0,,,EMEA,Core Network,impacting computer services | Core Network network latency impacting operations | monitoring ongoing service issue | network degradation impacting enterprise traffic | ongoing operational activity observed,0
HMD000025,hardware,MigratieDummy,IM0017028,Closed,5,5,5.0,complaint,closed,0.0,26-11-2013 15:24,,27-12-2013 11:44,27-12-2013 11:44,"2,16,83,19,444",Kwaliteit van de output,1.0,,,APAC,Core Network,impacting hardware services | Core Network service degradation impacting users | telecom workflow activity detected | engineering review in progress | general telecom operational activity,0
WBA000094,application,Web Based Application,IM0017029,Closed,4,4,4.0,incident,closed,3.0,26-11-2013 15:39,,27-11-2013 12:06,27-11-2013 12:06,"6,95,05,55,556",Unknown,1.0,,,EMEA,Wireless Network,Wireless Network telecom outage impacting regional services | impacting application services | telecom ticket under investigation | clarification needed for ongoing connectivity issue | requires infrastructure verification,0
SBA000526,application,Server Based Application,IM0017030,Closed,3,3,3.0,incident,closed,2.0,26-11-2013 15:45,,06-12-2013 08:35,06-12-2013 08:35,"1,93,58,88,889",No error - works as designed,1.0,,,NAM,Wireless Network,ongoing operational activity observed | further network analysis required | impacting application services | urgent investigation required for telecom disruption | Wireless Network routing instability detected in network,0
SBA000834,application,Server Based Application,IM0017031,Closed,4,4,4.0,incident,closed,0.0,26-11-2013 15:49,,06-02-2014 11:00,06-02-2014 11:00,"5,09,69,36,111",Other,2.0,,,LATAM,Mobile Core,network issue impacting operations | network operations monitoring update | impacting application services | Mobile Core connectivity fluctuations under investigation | further network analysis required,0
