CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened,Open_Month,Open_DayOfWeek,Open_Hour,Resolution_Time_Hours
SUB000456,subapplication,Web Based Application,IM0026397,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:26:00,,2014-01-08 10:12:00,2014-01-08 10:12:00,0.760833333,Other,1.0,,,NAM,Fiber Network,telecom workflow activity detected | active outage affecting telecom services | Fiber Network intermittent wireless instability observed | impacting subapplication services | issue under telecom investigation,0,1,Wednesday,9,0.7666666666666667
CBD000677,computer,Banking Device,IM0026398,Closed,2,2,2.0,incident,closed,0.0,2014-01-08 09:32:00,,,2014-01-09 14:24:00,,,1.0,,,APAC,Fiber Network,Fiber Network routing instability detected in network | ticket escalated to telecom support | ongoing operational activity observed | network degradation impacting enterprise traffic | impacting computer services,0,1,Wednesday,9,28.866666666666667
DTA000057,application,Desktop Application,IM0026399,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 09:40:00,,2014-01-08 10:57:00,2014-01-08 10:57:00,,Software,1.0,,,APAC,Wireless Network,impacting application services | guidance required regarding network instability | engineering review in progress | network operations monitoring update | Wireless Network connectivity fluctuations under investigation,0,1,Wednesday,9,1.2833333333333334
SUB000465,subapplication,Web Based Application,IM0026400,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:41:00,,2014-01-08 10:12:00,2014-01-08 10:12:00,0.510277778,Other,1.0,,,APAC,5G Network,awaiting operational confirmation | network operations monitoring update | 5G Network network slowdown affecting enterprise traffic | impacting subapplication services | critical operational issue detected,0,1,Wednesday,9,0.5166666666666667
WBA000058,application,Web Based Application,IM0026401,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:45:00,,2014-01-08 10:07:00,2014-01-08 10:07:00,0.375555556,Software,1.0,,,APAC,VPN Service,service instability reported | VPN Service traffic congestion affecting node performance | telecom ticket under investigation | impacting application services | engineering review in progress,0,1,Wednesday,9,0.36666666666666664
DTA000025,application,Desktop Application,IM0026402,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:46:00,,2014-01-20 09:44:00,2014-01-20 09:44:00,,No error - works as designed,1.0,,,NAM,5G Network,5G Network intermittent wireless instability observed | telecom workflow activity detected | requires infrastructure verification | urgent investigation required for telecom disruption | impacting application services,0,1,Wednesday,9,287.96666666666664
WBA000058,application,Web Based Application,IM0026403,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:49:00,,2014-01-08 10:05:00,2014-01-08 10:05:00,0.268888889,Software,1.0,,,APAC,Core Network,Core Network traffic congestion affecting node performance | active outage affecting telecom services | issue under telecom investigation | telecom ticket under investigation | impacting application services,0,1,Wednesday,9,0.26666666666666666
DSK000390,computer,Desktop,IM0026404,Closed,5,5,5.0,incident,closed,4.0,2014-01-08 09:49:00,,2014-01-10 12:54:00,2014-01-10 12:55:00,,Other,1.0,,,NAM,5G Network,service instability reported | impacting computer services | ongoing operational activity observed | 5G Network vpn disruption affecting connectivity | monitoring ongoing service issue,0,1,Wednesday,9,51.1
SCN000003,officeelectronics,Scanner,IM0026405,Closed,4,4,4.0,incident,closed,8.0,2014-01-08 09:57:00,,2014-01-10 13:04:00,2014-01-10 13:04:00,,Hardware,1.0,,,APAC,Core Network,impacting officeelectronics services | engineering review in progress | telecom ticket under investigation | active outage affecting telecom services | Core Network traffic congestion affecting node performance,0,1,Wednesday,9,51.11666666666667
DTA000031,application,Desktop Application,IM0026406,Closed,5,5,5.0,incident,closed,1.0,2014-01-08 10:26:00,,2014-01-08 15:03:00,2014-01-08 15:03:00,,Operator error,1.0,,,APAC,Wireless Network,ongoing operational activity observed | Wireless Network connectivity fluctuations under investigation | urgent investigation required for telecom disruption | monitoring ongoing service issue | impacting application services,0,1,Wednesday,10,4.616666666666666
WBA000133,application,Web Based Application,IM0026407,Closed,4,5,4.0,incident,closed,2.0,2014-01-08 10:30:00,,2014-01-09 12:59:00,2014-01-09 12:59:00,,Software,1.0,,,LATAM,Wireless Network,service instability reported | Wireless Network network slowdown affecting enterprise traffic | ticket escalated to telecom support | network operations monitoring update | impacting application services,0,1,Wednesday,10,26.483333333333334
WSR001128,computer,Windows Server,IM0026408,Closed,3,3,3.0,incident,closed,0.0,2014-01-08 10:41:00,,2014-01-08 11:45:00,2014-01-08 11:45:00,,Software,1.0,,,EMEA,Fiber Network,impacting computer services | issue under telecom investigation | telecom disruption identified | telecom workflow activity detected | Fiber Network routing instability detected in network,0,1,Wednesday,10,1.0666666666666667
SUB000456,subapplication,Web Based Application,IM0026409,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 10:44:00,,2014-01-08 11:15:00,2014-01-08 11:15:00,0.503611111,Software,1.0,,,APAC,Fiber Network,requesting update regarding ongoing issue | impacting subapplication services | Fiber Network network latency impacting operations | further network analysis required | telecom workflow activity detected,0,1,Wednesday,10,0.5166666666666667
DTA000057,application,Desktop Application,IM0026410,Closed,5,5,5.0,incident,closed,0.0,2014-01-08 10:48:00,,2014-01-08 17:02:00,2014-01-08 17:02:00,,Software,1.0,,,EMEA,5G Network,monitoring ongoing service issue | ongoing operational activity observed | impacting application services | 5G Network packet loss affecting telecom traffic | active outage affecting telecom services,0,1,Wednesday,10,6.233333333333333
SBA000017,application,Server Based Application,IM0026411,Closed,3,3,3.0,incident,closed,0.0,2014-01-08 10:55:00,,,2014-01-08 10:57:00,0.037777778,User error,1.0,,,APAC,VPN Service,issue under telecom investigation | impacting application services | urgent investigation required for telecom disruption | VPN Service service degradation impacting users | telecom workflow activity detected,0,1,Wednesday,10,0.03333333333333333
MON00015,displaydevice,Monitor,IM0026412,Closed,4,4,4.0,incident,closed,4.0,2014-01-08 10:55:00,,2014-01-08 14:19:00,2014-01-08 14:19:00,,Other,1.0,,,NAM,5G Network,5G Network service degradation impacting users | impacting displaydevice services | engineering review in progress | ongoing operational activity observed | network issue impacting operations,0,1,Wednesday,10,3.4
MON00027,displaydevice,Monitor,IM0026413,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 10:57:00,,2014-01-15 08:34:00,2014-01-15 08:34:00,,Hardware,1.0,,,APAC,5G Network,urgent investigation required for telecom disruption | telecom workflow activity detected | impacting displaydevice services | awaiting operational confirmation | 5G Network intermittent wireless instability observed,0,1,Wednesday,10,165.61666666666667
LAP000680,computer,Laptop,IM0026414,Closed,5,5,5.0,incident,closed,5.0,2014-01-08 11:14:00,,2014-01-10 14:06:00,2014-01-10 14:06:00,,Hardware,1.0,,,EMEA,5G Network,requires infrastructure verification | telecom disruption identified | 5G Network network latency impacting operations | impacting computer services | ongoing operational activity observed,0,1,Wednesday,11,50.86666666666667
MON00023,displaydevice,Monitor,IM0026415,Closed,5,5,5.0,incident,closed,7.0,2014-01-08 11:19:00,,2014-01-14 10:03:00,2014-01-14 10:03:00,,Hardware,2.0,,,APAC,VPN Service,monitoring ongoing service issue | critical operational issue detected | telecom ticket under investigation | VPN Service routing instability detected in network | impacting displaydevice services,0,1,Wednesday,11,142.73333333333332
SBA000834,application,Server Based Application,IM0026416,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 11:23:00,,2014-01-29 08:55:00,2014-01-29 08:55:00,,Other,1.0,,,LATAM,Core Network,urgent investigation required for telecom disruption | Core Network traffic congestion affecting node performance | telecom workflow activity detected | issue under telecom investigation | impacting application services,0,1,Wednesday,11,501.53333333333336
SBA000017,application,Server Based Application,IM0026417,Closed,3,3,3.0,incident,closed,0.0,2014-01-08 11:29:00,,,2014-01-08 11:31:00,0.034444444,User error,1.0,,,NAM,VPN Service,telecom disruption identified | VPN Service vpn disruption affecting connectivity | impacting application services | engineering review in progress | telecom ticket under investigation,0,1,Wednesday,11,0.03333333333333333
SUB000456,subapplication,Web Based Application,IM0026418,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 11:32:00,,2014-01-08 13:03:00,2014-01-08 13:03:00,,No error - works as designed,1.0,,,NAM,Wireless Network,active outage affecting telecom services | impacting subapplication services | Wireless Network service degradation impacting users | engineering review in progress | network operations monitoring update,0,1,Wednesday,11,1.5166666666666666
SUB000002,subapplication,Citrix,IM0026419,Closed,4,4,4.0,incident,closed,1.0,2014-01-08 11:35:00,,2014-01-08 13:15:00,2014-01-08 13:16:00,,Software,1.0,,,LATAM,VPN Service,VPN Service traffic congestion affecting node performance | network operations monitoring update | issue under telecom investigation | request raised for outage escalation support | impacting subapplication services,0,1,Wednesday,11,1.6833333333333333
SBA000439,application,Server Based Application,IM0026420,Closed,5,5,5.0,request for information,closed,4.0,2014-01-08 11:40:00,,2014-01-14 09:55:00,2014-01-14 09:55:00,,Other,1.0,,,EMEA,VPN Service,ticket escalated to telecom support | impacting application services | network operations monitoring update | VPN Service connectivity fluctuations under investigation | seeking status update for telecom issue,0,1,Wednesday,11,142.25
ADB000010,database,Database,IM0026421,Closed,3,3,3.0,incident,closed,2.0,2014-01-08 07:48:00,,2014-01-08 13:59:00,2014-01-08 14:00:00,,User error,1.0,,,APAC,Core Network,requires infrastructure verification | network operations monitoring update | impacting database services | network issue impacting operations | Core Network network slowdown affecting enterprise traffic,0,1,Wednesday,7,6.2
SBA000263,application,Server Based Application,IM0026422,Closed,5,5,5.0,request for information,closed,2.0,2014-01-08 08:21:00,,2014-01-08 11:05:00,2014-01-08 11:05:00,,Other,1.0,,,APAC,VPN Service,VPN Service telecom outage impacting regional services | impacting application services | network operations monitoring update | guidance required regarding network instability | engineering review in progress,0,1,Wednesday,8,2.7333333333333334
SBA000263,application,Server Based Application,IM0026423,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 08:26:00,,2014-01-08 08:49:00,2014-01-08 08:49:00,0.376944444,Other,1.0,,,LATAM,5G Network,5G Network packet loss affecting telecom traffic | awaiting operational confirmation | requesting investigation update from telecom team | impacting application services | telecom ticket under investigation,0,1,Wednesday,8,0.38333333333333336
WBA000148,application,Web Based Application,IM0026424,Closed,5,5,5.0,incident,closed,3.0,2014-01-08 08:36:00,,2014-01-09 10:59:00,2014-01-09 11:00:00,,No error - works as designed,1.0,,,NAM,Fiber Network,telecom workflow activity detected | network degradation impacting enterprise traffic | impacting application services | Fiber Network packet loss affecting telecom traffic | ticket escalated to telecom support,0,1,Wednesday,8,26.4
SBA000834,application,Server Based Application,IM0026425,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 08:37:00,,2014-01-09 12:40:00,2014-01-09 12:40:00,,Software,1.0,,,APAC,VPN Service,VPN Service network latency impacting operations | impacting application services | ongoing operational activity observed | engineering review in progress | telecom disruption identified,0,1,Wednesday,8,28.05
SBA000607,application,Server Based Application,IM0026426,Closed,5,5,5.0,incident,closed,1.0,2014-01-08 08:37:00,,2014-01-14 16:30:00,2014-01-14 16:30:00,,Other,1.0,,,NAM,Mobile Core,impacting application services | Mobile Core connectivity fluctuations under investigation | ongoing operational activity observed | active outage affecting telecom services | awaiting operational confirmation,0,1,Wednesday,8,151.88333333333333
DSK000002,computer,Desktop,IM0026427,Closed,4,4,4.0,incident,closed,5.0,2014-01-08 08:50:00,2014-01-14 16:42:00,2014-01-15 16:51:00,2014-01-15 16:51:00,,Other,2.0,,,EMEA,Mobile Core,critical operational issue detected | impacting computer services | Mobile Core vpn disruption affecting connectivity | issue under telecom investigation | telecom ticket under investigation,1,1,Wednesday,8,176.01666666666668
SBA000045,application,Server Based Application,IM0026428,Closed,3,3,3.0,incident,closed,0.0,2014-01-08 08:50:00,,2014-01-08 09:31:00,2014-01-08 09:31:00,0.677777778,Software,1.0,,,APAC,Fiber Network,impacting application services | Fiber Network connectivity fluctuations under investigation | monitoring ongoing service issue | telecom workflow activity detected | telecom disruption identified,0,1,Wednesday,8,0.6833333333333333
SBA000439,application,Server Based Application,IM0026429,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 08:51:00,,2014-01-08 09:04:00,2014-01-08 09:04:00,0.211111111,Unknown,1.0,,,APAC,Mobile Core,awaiting operational confirmation | active outage affecting telecom services | impacting application services | telecom ticket under investigation | Mobile Core routing instability detected in network,0,1,Wednesday,8,0.21666666666666667
SBA000439,application,Server Based Application,IM0026430,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 08:57:00,,2014-01-08 09:18:00,2014-01-08 09:18:00,0.348333333,User error,1.0,,,APAC,VPN Service,impacting application services | clarification needed for ongoing connectivity issue | ongoing operational activity observed | VPN Service network latency impacting operations | further network analysis required,0,1,Wednesday,8,0.35
DTA000025,application,Desktop Application,IM0026431,Closed,3,3,3.0,incident,closed,1.0,2014-01-08 08:57:00,,2014-01-14 08:24:00,2014-01-14 08:24:00,,Data,1.0,,1.0,EMEA,Mobile Core,Mobile Core telecom outage impacting regional services | ongoing operational activity observed | telecom disruption identified | requires infrastructure verification | impacting application services,0,1,Wednesday,8,143.45
WBA000068,application,Web Based Application,IM0026432,Closed,4,5,4.0,incident,closed,3.0,2014-01-08 08:58:00,,2014-01-08 11:48:00,2014-01-08 11:49:00,,Other,1.0,,,NAM,5G Network,impacting application services | 5G Network telecom outage impacting regional services | telecom workflow activity detected | network issue impacting operations | awaiting operational confirmation,0,1,Wednesday,8,2.85
SBA000263,application,Server Based Application,IM0026433,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 08:59:00,,2014-01-09 08:26:00,2014-01-09 08:26:00,,Other,1.0,,,LATAM,Core Network,issue under telecom investigation | Core Network vpn disruption affecting connectivity | network operations monitoring update | clarification needed for ongoing connectivity issue | impacting application services,0,1,Wednesday,8,23.45
SBA000462,application,Server Based Application,IM0026434,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:00:00,,2014-01-08 09:30:00,2014-01-08 09:30:00,0.496666667,Other,1.0,,,APAC,5G Network,impacting application services | 5G Network packet loss affecting telecom traffic | ongoing operational activity observed | service instability reported | requires infrastructure verification,0,1,Wednesday,9,0.5
WBA000011,application,Web Based Application,IM0026435,Closed,5,5,5.0,incident,closed,0.0,2014-01-08 09:00:00,,2014-01-08 14:57:00,2014-01-08 14:58:00,,Software,1.0,,,EMEA,VPN Service,service instability reported | impacting application services | VPN Service network latency impacting operations | requires infrastructure verification | telecom workflow activity detected,0,1,Wednesday,9,5.966666666666667
WSR000194,computer,Windows Server,IM0026436,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:00:00,,2014-01-08 09:23:00,2014-01-08 09:23:00,0.383333333,No error - works as designed,1.0,,,NAM,Fiber Network,further network analysis required | service instability reported | Fiber Network vpn disruption affecting connectivity | impacting computer services | telecom ticket under investigation,0,1,Wednesday,9,0.38333333333333336
SBA000263,application,Server Based Application,IM0026437,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 09:02:00,,2014-01-08 09:04:00,2014-01-08 09:04:00,0.023055556,Other,1.0,,,EMEA,VPN Service,request raised for operational review | telecom workflow activity detected | requires infrastructure verification | VPN Service network slowdown affecting enterprise traffic | impacting application services,0,1,Wednesday,9,0.03333333333333333
DTA000060,application,Desktop Application,IM0026438,Closed,4,4,4.0,incident,closed,1.0,2014-01-08 09:08:00,,2014-01-08 11:23:00,2014-01-08 11:23:00,,Software,1.0,,,APAC,Core Network,Core Network connectivity fluctuations under investigation | telecom ticket under investigation | request raised for outage escalation support | impacting application services | engineering review in progress,0,1,Wednesday,9,2.25
WBA000009,application,Web Based Application,IM0026439,Closed,5,5,5.0,incident,closed,2.0,2014-01-08 09:08:00,,2014-01-22 15:48:00,2014-01-22 15:49:00,,Other,1.0,,,EMEA,VPN Service,impacting application services | ongoing operational activity observed | VPN Service vpn disruption affecting connectivity | monitoring ongoing service issue | critical operational issue detected,0,1,Wednesday,9,342.68333333333334
SBA000263,application,Server Based Application,IM0026440,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 09:10:00,,2014-01-08 13:47:00,2014-01-08 13:48:00,11.575,Other,1.0,,,APAC,Fiber Network,awaiting operational confirmation | telecom ticket under investigation | impacting application services | Fiber Network network slowdown affecting enterprise traffic | request raised for operational review,0,1,Wednesday,9,4.633333333333334
SBA000607,application,Server Based Application,IM0026441,Closed,4,4,4.0,incident,closed,5.0,2014-01-08 09:34:00,,2014-01-10 08:11:00,2014-01-10 08:11:00,,Other,1.0,,,NAM,5G Network,critical operational issue detected | issue under telecom investigation | 5G Network connectivity fluctuations under investigation | telecom ticket under investigation | impacting application services,0,1,Wednesday,9,46.61666666666667
SBA000263,application,Server Based Application,IM0026442,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 09:38:00,,2014-01-08 09:39:00,2014-01-08 09:39:00,0.019444444,Other,1.0,,,EMEA,VPN Service,impacting application services | VPN Service connectivity fluctuations under investigation | clarification needed for ongoing connectivity issue | requires infrastructure verification | network operations monitoring update,0,1,Wednesday,9,0.016666666666666666
LAP000012,computer,Laptop,IM0026443,Closed,5,5,5.0,incident,closed,1.0,2014-01-08 09:41:00,,2014-01-08 09:59:00,2014-01-08 09:59:00,0.049166667,Hardware,1.0,,,APAC,Wireless Network,ongoing operational activity observed | request raised for outage escalation support | impacting computer services | awaiting operational confirmation | Wireless Network packet loss affecting telecom traffic,0,1,Wednesday,9,0.3
SBA000462,application,Server Based Application,IM0026444,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 09:41:00,2014-01-08 12:33:00,2014-01-09 08:01:00,2014-01-09 08:01:00,,Operator error,2.0,,,APAC,Mobile Core,critical operational issue detected | impacting application services | Mobile Core connectivity fluctuations under investigation | further network analysis required | telecom ticket under investigation,1,1,Wednesday,9,22.333333333333332
APP000004,application,Citrix,IM0026445,Closed,4,4,4.0,incident,closed,3.0,2014-01-08 09:46:00,,2014-01-08 11:07:00,2014-01-08 11:07:00,13.475,Software,1.0,,,NAM,VPN Service,network degradation impacting enterprise traffic | impacting application services | further network analysis required | telecom workflow activity detected | VPN Service network slowdown affecting enterprise traffic,0,1,Wednesday,9,1.35
SBA000263,application,Server Based Application,IM0026446,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 09:49:00,,2014-01-15 14:09:00,2014-01-15 14:09:00,0.959166667,Other,1.0,,,EMEA,Mobile Core,network operations monitoring update | requires infrastructure verification | Mobile Core connectivity fluctuations under investigation | impacting application services | requesting investigation update from telecom team,0,1,Wednesday,9,172.33333333333334
SBA000263,application,Server Based Application,IM0026447,Closed,5,5,5.0,request for information,closed,2.0,2014-01-08 10:00:00,,2014-02-24 12:56:00,2014-02-24 12:56:00,,Other,1.0,,,EMEA,Wireless Network,impacting application services | telecom ticket under investigation | Wireless Network connectivity fluctuations under investigation | further network analysis required | guidance required regarding network instability,0,1,Wednesday,10,1130.9333333333334
DTA000057,application,Desktop Application,IM0026448,Closed,5,5,5.0,incident,closed,0.0,2014-01-08 10:02:00,,2014-01-08 13:50:00,2014-01-08 13:50:00,3.8,Software,1.0,,,EMEA,VPN Service,ongoing operational activity observed | critical operational issue detected | VPN Service network slowdown affecting enterprise traffic | impacting application services | monitoring ongoing service issue,0,1,Wednesday,10,3.8
SBA000263,application,Server Based Application,IM0026449,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 10:04:00,,2014-01-08 10:09:00,2014-01-08 10:09:00,0.090555556,Other,1.0,,,APAC,VPN Service,further network analysis required | VPN Service telecom outage impacting regional services | impacting application services | telecom ticket under investigation | guidance required regarding network instability,0,1,Wednesday,10,0.08333333333333333
SBA000263,application,Server Based Application,IM0026450,Closed,5,5,5.0,request for information,closed,2.0,2014-01-08 10:16:00,,2014-01-09 14:06:00,2014-01-09 14:06:00,,Other,1.0,,,LATAM,5G Network,impacting application services | network operations monitoring update | request raised for operational review | requires infrastructure verification | 5G Network packet loss affecting telecom traffic,0,1,Wednesday,10,27.833333333333332
SBA000607,application,Server Based Application,IM0026451,Closed,4,4,4.0,incident,closed,3.0,2014-01-08 10:16:00,,2014-01-13 08:33:00,2014-01-13 08:33:00,,Other,1.0,,,APAC,5G Network,ticket escalated to telecom support | telecom workflow activity detected | impacting application services | active outage affecting telecom services | 5G Network routing instability detected in network,0,1,Wednesday,10,118.28333333333333
SBA000263,application,Server Based Application,IM0026452,Closed,5,5,5.0,request for information,closed,4.0,2014-01-08 10:21:00,,2014-01-28 10:24:00,2014-01-28 10:24:00,,Other,1.0,,,APAC,5G Network,5G Network network slowdown affecting enterprise traffic | telecom workflow activity detected | issue under telecom investigation | impacting application services | requesting investigation update from telecom team,0,1,Wednesday,10,480.05
SBA000263,application,Server Based Application,IM0026453,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 10:28:00,2014-01-10 10:10:00,2014-01-10 15:11:00,2014-01-10 15:11:00,,Other,2.0,,,EMEA,Wireless Network,seeking status update for telecom issue | impacting application services | requires infrastructure verification | Wireless Network service degradation impacting users | ongoing operational activity observed,1,1,Wednesday,10,52.71666666666667
SBA000154,application,Server Based Application,IM0026454,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 10:36:00,,2014-01-08 11:37:00,2014-01-08 11:37:00,,User error,1.0,,,APAC,Fiber Network,awaiting operational confirmation | impacting application services | Fiber Network routing instability detected in network | telecom workflow activity detected | telecom disruption identified,0,1,Wednesday,10,1.0166666666666666
SBA000263,application,Server Based Application,IM0026455,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 10:36:00,2014-01-08 13:36:00,2014-01-08 13:40:00,2014-01-08 13:40:00,0.054444444,Other,2.0,,,NAM,Fiber Network,request raised for operational review | telecom workflow activity detected | Fiber Network network latency impacting operations | monitoring ongoing service issue | impacting application services,1,1,Wednesday,10,3.066666666666667
WBA000058,application,Web Based Application,IM0026456,Closed,4,4,4.0,incident,closed,0.0,2014-01-08 10:41:00,,2014-01-08 10:53:00,2014-01-08 10:53:00,0.195277778,Software,1.0,,,EMEA,Core Network,requesting update regarding ongoing issue | awaiting operational confirmation | Core Network packet loss affecting telecom traffic | telecom ticket under investigation | impacting application services,0,1,Wednesday,10,0.2
SBA000263,application,Server Based Application,IM0026457,Closed,5,5,5.0,request for information,closed,2.0,2014-01-08 10:45:00,,2014-02-04 09:35:00,2014-02-04 09:35:00,,Other,1.0,,,EMEA,Fiber Network,issue under telecom investigation | Fiber Network connectivity fluctuations under investigation | impacting application services | service instability reported | telecom ticket under investigation,0,1,Wednesday,10,646.8333333333334
SBA000263,application,Server Based Application,IM0026458,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 10:48:00,,2014-01-09 09:18:00,2014-01-09 09:18:00,,Other,1.0,,,EMEA,VPN Service,impacting application services | seeking status update for telecom issue | awaiting operational confirmation | ongoing operational activity observed | VPN Service network slowdown affecting enterprise traffic,0,1,Wednesday,10,22.5
SBA000263,application,Server Based Application,IM0026459,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 10:52:00,,2014-01-08 10:53:00,2014-01-08 10:53:00,0.027222222,Other,1.0,,,EMEA,Fiber Network,Fiber Network packet loss affecting telecom traffic | impacting application services | requires infrastructure verification | telecom workflow activity detected | requesting update regarding ongoing issue,0,1,Wednesday,10,0.016666666666666666
SUB000113,subapplication,Server Based Application,IM0026461,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 11:03:00,,2014-01-08 11:14:00,2014-01-08 11:14:00,0.186666667,Other,1.0,,,EMEA,Mobile Core,requesting investigation update from telecom team | network operations monitoring update | ticket escalated to telecom support | Mobile Core service degradation impacting users | impacting subapplication services,0,1,Wednesday,11,0.18333333333333332
SBA000689,application,Server Based Application,IM0026462,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 11:13:00,,2014-01-08 11:27:00,2014-01-08 11:27:00,0.231944444,Other,1.0,,,NAM,Fiber Network,network operations monitoring update | impacting application services | Fiber Network packet loss affecting telecom traffic | requesting update regarding ongoing issue | issue under telecom investigation,0,1,Wednesday,11,0.23333333333333334
APP000001,application,Citrix,IM0026463,Closed,5,5,5.0,incident,closed,2.0,2014-01-08 11:22:00,,2014-01-09 08:54:00,2014-01-09 08:54:00,,Software,1.0,,,APAC,Fiber Network,request raised for outage escalation support | further network analysis required | Fiber Network intermittent wireless instability observed | impacting application services | network operations monitoring update,0,1,Wednesday,11,21.533333333333335
WBA000133,application,Web Based Application,IM0026464,Closed,5,5,5.0,incident,closed,2.0,2014-01-08 11:24:00,,2014-01-17 10:49:00,2014-01-17 10:49:00,,Operator error,1.0,,,APAC,VPN Service,telecom ticket under investigation | VPN Service network latency impacting operations | network degradation impacting enterprise traffic | awaiting operational confirmation | impacting application services,0,1,Wednesday,11,215.41666666666666
SBA000063,application,Server Based Application,IM0026465,Closed,5,5,5.0,incident,closed,0.0,2014-01-08 11:04:00,,2014-01-08 16:43:00,2014-01-08 16:53:00,0.300833333,Other,1.0,,,EMEA,Wireless Network,impacting application services | ticket escalated to telecom support | urgent investigation required for telecom disruption | Wireless Network routing instability detected in network | telecom ticket under investigation,0,1,Wednesday,11,5.816666666666666
SBA000300,application,Server Based Application,IM0026466,Closed,4,3,3.0,incident,closed,0.0,2014-01-08 11:06:00,,2014-01-08 12:44:00,2014-01-08 12:44:00,,No error - works as designed,1.0,,,EMEA,Fiber Network,Fiber Network network latency impacting operations | monitoring ongoing service issue | ongoing operational activity observed | impacting application services | request raised for outage escalation support,0,1,Wednesday,11,1.6333333333333333
SBA000360,application,Server Based Application,IM0026467,Closed,5,5,5.0,incident,closed,0.0,2014-01-08 11:07:00,,2014-01-15 09:12:00,2014-01-15 09:12:00,,Other,1.0,,,NAM,Wireless Network,requires infrastructure verification | impacting application services | ongoing operational activity observed | request raised for outage escalation support | Wireless Network traffic congestion affecting node performance,0,1,Wednesday,11,166.08333333333334
DTA000057,application,Desktop Application,IM0026468,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 11:11:00,,2014-01-09 11:28:00,2014-01-09 11:28:00,,No error - works as designed,1.0,,,NAM,Fiber Network,Fiber Network telecom outage impacting regional services | ticket escalated to telecom support | impacting application services | network operations monitoring update | seeking status update for telecom issue,0,1,Wednesday,11,24.283333333333335
DTA000025,application,Desktop Application,IM0026469,Closed,5,5,5.0,request for information,closed,0.0,2014-01-08 11:23:00,,2014-01-08 12:10:00,2014-01-08 12:10:00,0.785,Questions,1.0,,,EMEA,Core Network,Core Network traffic congestion affecting node performance | ongoing operational activity observed | awaiting operational confirmation | impacting application services | seeking status update for telecom issue,0,1,Wednesday,11,0.7833333333333333
WBA000008,application,Web Based Application,IM0026470,Closed,5,5,5.0,incident,closed,0.0,2014-01-08 11:26:00,,2014-01-08 15:05:00,2014-01-08 15:11:00,,Other,1.0,,,NAM,Mobile Core,Mobile Core telecom outage impacting regional services | issue under telecom investigation | network degradation impacting enterprise traffic | telecom ticket under investigation | impacting application services,0,1,Wednesday,11,3.75
LAP000408,computer,Laptop,IM0026471,Closed,5,5,5.0,incident,closed,3.0,2014-01-08 11:30:00,,2014-01-16 16:46:00,2014-01-16 16:46:00,,Other,1.0,,,APAC,Wireless Network,monitoring ongoing service issue | telecom ticket under investigation | impacting computer services | Wireless Network network slowdown affecting enterprise traffic | telecom disruption identified,0,1,Wednesday,11,197.26666666666668
WBA000060,application,Web Based Application,IM0026472,Closed,4,4,4.0,incident,closed,1.0,2014-01-08 11:32:00,,2014-01-08 14:31:00,2014-01-08 14:32:00,,Software,1.0,,,EMEA,VPN Service,impacting application services | telecom ticket under investigation | network issue impacting operations | issue under telecom investigation | VPN Service routing instability detected in network,0,1,Wednesday,11,3.0
